001313935030772983;1;XZ1222;4379467577958644
001313935043858872;4;T3174;4376769783757586
001313935069839160;5;T350;5463118193954562
001313965068588655;5;T3226;5412631A98567212
001313965074269379;1;XZ1120;59447345198X6641
001314105057714300;1;XZ1189;4979465393322W38
001314105078337194;3;XZ1267;490603315B296712
001314125019335852;3;XZ1230;4480185198451W26
001314125070898046;1;XZ1294;42209824Z5871434
001314365016984858;3;XZ1119;43902143648X7773
001314365036873356;4;T3299;54515928Z6935738
001315055068936567;5;T3104;498123346B615331
001315055078790694;1;XZ1132;4571321A26843442
001315095028994106;4;T3203;4653535412136W19
001315095034389060;1;XZ1111;5994459323496692
001315105042895578;1;XZ1119;5648346143533496
001315105084335807;4;T3272;5604151A49865359
001315265060306860;5;T397;5699856595669794
001315265074654259;4;T3282;4876627948684191
001315445014901240;4;T331;5756579537819562
001315445034329986;1;XZ1148;5345077274367269
001315485027550071;4;T3267;4871348736636886
001315565043708627;2;XZ110;55824221Z3886831
001315565072384903;6;T381;5105509576966732
001315615014404193;1;XZ1210;5343149957494671
001315615024618314;2;XZ1209;52722741314X8582
001315655024000262;3;XZ1169;50937010679665329
001315655042927844;4;T3127;54835522Z2721377
001315655071094217;6;T3131;532937373B643259
001315705025687270;3;XZ1185;5915028422888974
001315705060026798;5;T3230;56278248323X5773
001315815051576367;5;T3186;5243308997664164
001315815098828931;4;T3228;52429010851894429
001315925046703609;4;T3151;4700147752733683
001315925048828498;6;T3148;46235610476624673
001315935027697362;3;XZ1252;52533348559X7788
001315935069228419;4;T346;5143848957711527
001316035045950750;3;XZ1189;59930722Z2961889
001316035051650574;6;T3170;5700735614488W29
001316055057915127;6;T364;4442179488299351
001316055083318307;2;XZ160;4823708611627197
001316105012554070;1;XZ1244;55329010614546952
001316105049747665;5;T3142;4261968575542152
001316105094613033;1;XZ1194;5503509249251112
001316135037638139;2;XZ1123;5850208281266264
001316135088885474;6;T379;5675449947555793
001316145046413585;5;T3188;5634148726223188
001316145090944729;5;T3295;5383255837917W98
001316255025462350;5;T352;47387524Z1939682
001316255045109896;2;XZ123;5172801A36589783
001316285045259297;1;XZ1118;5443238184543957
001316285047763962;4;T3156;4539359688625161
001316345072290949;1;XZ1191;5260767769495877
001316345075683127;2;XZ128;4587568747261975
001316635065973714;6;T324;4196186656793473
001316635069990837;3;XZ1207;5197237594885399
001316805054161664;5;T3231;5741877338885669
001316805067154348;2;XZ189;5933055687129W34
001317145079589971;6;T3121;5058538557229925
001317165041999085;3;XZ1184;4796907878858298
001317165043318117;1;XZ153;5447468586757519
001317165069125635;6;T3139;5729018818257498
001317215052637120;1;XZ1271;4170319191951651
001317215065914375;4;T383;4823149468175798
001317645031144984;5;T3274;4276196437512369
001317645091913000;2;XZ1238;5289447612817334
001317665080138446;4;T3206;4618356332221784
001317665092391470;5;T320;4888857596199915
001317935027536096;6;T3217;4507336133121781
001317935053733473;6;T3163;5455956176175716
001317935073271694;3;XZ135;5703191A84898811
001318085030152491;2;XZ182;5883795632642W46
001318085096777862;5;T3281;4478305825953W93
001318095032164033;2;XZ1184;4626799516721125
001318095093231156;2;XZ1101;43274347933X3884
001318215029048239;4;T3105;52768010968333873
001318215061720714;2;XZ1110;5129079347249335
001318275037896789;1;XZ157;4434979194837386
001318275069150614;2;XZ1210;49507829Z7117624
001318445073430371;5;T3266;45815447238X1339
001318445098616118;2;XZ1295;476958334B261285
001318705038408187;5;T3208;5971887972163452
001318705062241486;6;T338;498800331B975935
001318755039404521;5;T3247;5202218711592741
001318755064063850;6;T3290;49680428Z7448748
001319095053585596;5;T3273;5148741A67372115
001319095069421209;1;XZ1159;5991775653692W21
001319615061298640;3;XZ122;4710899267559164
001319615076690394;1;XZ1274;5672998525527254
001319695011684382;3;XZ1119;5631466554635299
001319695089968415;5;T3129;5565746835329343
001319845078564185;2;XZ1123;48180910129945947
001319845080531772;4;T3269;4466585933661W87
001319845083258819;3;XZ1165;54796247157X9478
001319845086422287;2;XZ1252;476901331B542391
001319895076750631;3;XZ1143;5400131A69855196
001319895081609571;2;XZ197;4298291A94847431
001319915061800151;1;XZ180;5326188121134993
001319915087480366;2;XZ1223;5855721A72623234
001319975036560446;1;XZ1167;5216706443945525
001319975059051486;3;XZ1121;47833910682533216
001320025062437718;6;T3253;4652668481373176
001320025062947081;5;T3185;54106141589X9226
001320175024621720;3;XZ1160;444955349B586951
001320175051281566;3;XZ174;5671355595478W29
001320255037366962;6;T3189;503463329B636167
001320255065265523;3;XZ1110;49576510463933683
001320515022196829;4;T3267;4538698455476547
001320515037446280;2;XZ1161;428266399B529728
001320565041146655;5;T330;50434646335X8758
001320565064232198;4;T3108;456813359B383993
001320935051704302;1;XZ1292;41563328Z8136795
001320935071247424;6;T346;4530426833757627
001321035020347011;1;XZ1248;5084446348119952
001321035023508267;1;XZ119;48123710948144828
001321145069160222;5;T3222;4615619757936343
001321145073243664;3;XZ1199;5875746788183973
001321155068304306;5;T331;5560581A63335934
001321155072005651;2;XZ1299;46622623Z5389927
001321315028390078;1;XZ181;54882949727X1891
001321315054412086;3;XZ1297;5375597925749933
001321335047114576;5;T3291;4343818419647962
001321335064498523;1;XZ1182;45903910865852994
001321475023273945;2;XZ139;5489668963639782
001321475070023521;6;T3243;59954246681X5225
001321585059362855;1;XZ1127;43569210281249673
001321585086456870;4;T3117;56173021Z9377173
001321875030817054;1;XZ1163;4663746293432953
001321875057459883;1;XZ1230;4953155641257W37
001322055040329073;1;XZ14;5510136782219735
001322055045511501;6;T367;4650737533719789
001322305036555804;3;XZ1194;5543929616425972
001322305055004554;5;T366;5765918323552794
001322465035558429;4;T3257;5621526523961489
001322465095400400;4;T3110;495358375B577328
001322505033690438;3;XZ1289;5627881A14949789
001322505053921652;2;XZ128;51682110821441991
001322665024797459;3;XZ110;5607441A18942482
001322665061915535;2;XZ1172;573156314B526569
001322725036830673;6;T3258;4820446239277251
001322725059441569;4;T34;4465509834377562
001322895046239751;4;T3193;5693361A56554511
001322895075769742;4;T381;4565146525855688
001323115084727582;6;T362;4503025168819W98
001323115088592281;3;XZ1202;4726435192359W98
001323135015342584;4;T340;4673157855843853
001323135053243523;1;XZ1198;553889382B699694
001323155043632628;4;T336;4834166759569796
001323155070233097;6;T3176;55742710152817537
001323155071554838;3;XZ110;5311901A18632848
001323155094806852;3;XZ1189;4788485531591W35
001323165038319352;1;XZ1283;4850945949471W11
001323165045985610;3;XZ115;54887149397X2393
001323365065351163;2;XZ1257;4884691A49435994
001323365070960537;1;XZ12;5671365849913W54
001323365074758237;6;T313;563835395B649681
001323365093662262;2;XZ1136;4635236151917568
001323465029674800;3;XZ1154;52455123Z4996284
001323465093276068;5;T3103;4397661A22825792
001323625013793148;3;XZ1180;5300346793617216
001323625022017557;1;XZ1240;52452125Z7934162
001323745027005323;3;XZ1105;56075024Z2397871
001323745038419752;5;T385;47106241125X2898
001323835030011293;3;XZ1169;58019821Z1716159
001323835034409591;3;XZ1268;497883356B985266
001323855029508197;5;T3243;47119410183311919
001323855032361589;2;XZ11;41406410799789888
001323935025087200;4;T3209;5446458646886323
001323935037467990;6;T389;4545905163138W19
001323955018795314;6;T320;5988838152993682
001323955027080982;1;XZ134;4140349152735975
001324035034029655;1;XZ1275;5289425724635W49
001324035038980551;3;XZ199;4956868994963552
001324035085425535;1;XZ1152;5473337625453788
001324035091244678;1;XZ1175;51555810544657573
001324135075900933;5;T3299;57058310431322369
001324135077149339;1;XZ142;5855569739151228
001324145051797084;4;T365;5793037574889773
001324145083927045;4;T3183;46782941875X8497
001324185047059422;2;XZ1265;4662926385487624
001324185048020730;2;XZ1183;5364739471784985
001324245015543776;2;XZ171;4517987856127229
001324245023247654;5;T393;4609851A52714732
001324305025160278;1;XZ1203;57616547691X6639
001324305031784981;5;T3130;5214077686219729
001324435054184196;2;XZ198;55936422Z8826851
001324505054214069;3;XZ1111;58062825Z8723631
001324505089825896;2;XZ1210;5903118115882627
001324565086172556;4;T3130;59922221Z5319693
001324565087806999;6;T3190;5170057266793921
001324645047732412;5;T3267;5236348815167249
001324645066693982;1;XZ186;4855526696666313
001324785020297199;2;XZ1275;5345118488739585
001324785025399458;4;T3208;4770557648721285
001324885045364206;3;XZ168;50244510195473276
001324885088128804;5;T3236;533006315B416638
001325015023717362;6;T394;43442241528X5183
001325015028297159;2;XZ1195;5702131A53388136
001325135068516598;3;XZ1204;5267431A32351895
001325135084857225;5;T3165;5722175691475W74
001325205032193967;4;T3261;4569365213289W93
001325205063510984;1;XZ1162;5982718123117825
001325315096200012;6;T3104;58664225Z2532481
001325315097842695;1;XZ1194;48972147977X4976
001325335030611663;5;T350;50978947462X8825
001325335053791979;3;XZ1180;4737226265291651
001325435071591855;1;XZ1146;5968107882427267
001325435087485747;1;XZ1102;4959268334274164
001325485073018585;6;T3149;524811346B762467
001325485083501194;1;XZ124;43448410664776385
001325505016339359;3;XZ1216;4995716112975835
001325505027804212;2;XZ1167;53581026Z7865134
001325515082235687;6;T3174;46507342261X7753
001325515082482868;6;T370;5015829462439927
001325535031352116;1;XZ1267;4324746664323828
001325535085124685;6;T3220;46580224Z3586383
001325595077465874;6;T3125;5791075893914W91
001325595092632109;3;XZ121;465432344B417476
001325645018080970;4;T335;547167331B163635
001325645083853638;6;T3161;45817922Z2735539
001325655037040900;6;T3193;4208708659162684
001325655074021091;6;T3189;4550119796656943
001325665031093614;5;T3111;5837808635948586
001325665069203467;4;T399;5237125491979W25
001325805063691316;1;XZ1140;5426051A96258224
001325805094411940;3;XZ1130;5586289342179974
001325815050653643;1;XZ147;4286848984159615
001325815068136451;1;XZ1131;4505091A37522117
001325905056644359;5;T3197;4234867629656471
001325905093732051;1;XZ1188;4868105693285W72
001326005017786772;1;XZ1222;4202997712393672
001326005025070894;2;XZ124;52386442653X7531
001326075035046013;4;T3163;46384710364365811
001326075039811856;2;XZ134;50751326Z2386591
001326085052008506;3;XZ1279;564688315B619668
001326085071957604;3;XZ135;4965448457177738
001326125070595471;4;T3221;4654229221141484
001326125070928468;1;XZ1104;41323610655788138
001326125089740610;6;T381;47178246159X1158
001326195031316253;5;T336;59159510488786574
001326195079311986;5;T344;4339355954174W79
001326305084205925;1;XZ113;4782847613138246
001326305085368101;1;XZ1278;5940628512633878
001326355045334787;6;T3179;578576345B684261
001326355065272979;1;XZ1185;4930606396762742
001326365035999140;3;XZ1227;47295610546115732
001326365041105503;2;XZ1269;45140849987X6886
001326365051174409;1;XZ134;43690143647X7229
001326365051358979;2;XZ139;4406376367255224
001326415022836129;6;T3200;47051626Z2275517
001326415076125622;4;T3272;4537658549824939
001326435038749378;4;T3214;58398945166X9353
001326435069518937;5;T3285;5021937141562377
001326445048080790;2;XZ1218;5012261A56886284
001326445053970163;2;XZ1169;41247544538X9552
001326505023072276;6;T33;57035110274667686
001326505077271698;3;XZ186;44078610139166186
001326535036022229;5;T3254;46948821Z2396294
001326535074616083;4;T3210;41133049669X1694
001326605054268197;3;XZ1111;5797088147751951
001326605097824245;6;T347;555152372B625484
001326615027400793;1;XZ195;5111967952826617
001326615086709878;2;XZ162;51288410929544468
001326635047386989;1;XZ194;47399210852325479
001326635081996269;2;XZ1291;59372910151938919
001326785024166778;6;T3118;4656448757238416
001326785079879742;3;XZ1148;59362810268376294
001326805059924745;3;XZ176;4177859728742943
001326805080785666;4;T340;4312085512169W98
001326895014989543;1;XZ1195;5430331A63355512
001326895033352284;4;T387;5429897623982499
001326895044278877;5;T336;49936828Z9356565
001326895072692622;5;T3264;5560911A84931754
001326915018632873;2;XZ1117;5808595749781W21
001326915065871984;6;T3244;5188026798117592
001326925049884098;6;T3196;4517728982394478
001326965026877369;2;XZ1157;4191197928386565
001326965063319172;5;T3126;4822598681783524
001326985023655708;3;XZ116;5429815488992W72
001326985057990784;2;XZ177;5025709471414716
001326985068533241;1;XZ1205;5630436539638212
001326995065129273;5;T3106;46540445146X3211
001326995081823310;5;T388;5366898117595331
001327165072103258;1;XZ1252;5753998981423327
001327165089700000;5;T3164;42113410312642362
001327335034534026;6;T3231;5832537177934517
001327335071254323;6;T3292;4223356111648793
001327345024499429;2;XZ173;479682377B927183
001327345051465160;6;T3143;581503368B642738
001327395052581361;3;XZ145;44087349939X4764
001327395065760388;1;XZ1162;5659816326177145
001327395078575946;3;XZ1299;5027629882674356
001327605060295189;4;T3100;46554810165468485
001327605089868402;1;XZ1238;4426988433365552
001327655039070674;1;XZ1153;521831374B513467
001327655046357465;6;T3104;5850658219167437
001327685045908584;1;XZ1120;463110319B478127
001327685055915911;3;XZ1135;47293910154794123
001327725087079056;2;XZ181;53650510913653228
001327725091725944;5;T3259;5158789189875594
001327795056671361;2;XZ1153;43430710312949839
001327805054479768;1;XZ1127;5411519213978448
001327805074078285;4;T322;5134255657823W15
001327825052050775;6;T3260;57604442669X5457
001327825087092785;3;XZ192;44461643164X8191
001327855023646727;2;XZ193;4654219774555748
001327855050544944;2;XZ1254;541189393B814841
001327855059516528;1;XZ1170;50590024Z4795464
001327865076696626;3;XZ1284;4927057891922789
001327865099764694;5;T3172;4166636928658877
001327965045165227;5;T3162;46475528Z6759569
001327965056081941;6;T3102;5140647745611389
001327965069107309;6;T3183;5884219399358746
001327965075549203;6;T3181;53142810261679299
001328095011261972;6;T3159;4500538729871268
001328095039543663;1;XZ1207;49837310417862167
001328135025774601;3;XZ1110;5012898298263357
001328135077996894;4;T3120;5146195364164W24
001328175033993416;5;T3142;5748098752965966
001328175059173743;6;T3293;5778298383671971
001328235013205505;3;XZ137;43999621Z9639527
001328235045138860;4;T3121;4701626586171913
001328295021844664;3;XZ1171;5760116729972942
001328295085409242;3;XZ1231;4787457875632971
001328305013414039;1;XZ1279;4767159646332849
001328305060543428;5;T3220;5181559814797961
001328405057288755;1;XZ1207;5014366544451418
001328455014448618;4;T3229;4655847788286951
001328455082543174;3;XZ1105;5765086777974691
001328485077328595;1;XZ1125;4942197254558247
001328485085857920;4;T3233;5277501A94737656
001328535054045124;3;XZ1249;5551039338641759
001328535075949213;3;XZ1249;458046312B235522
001328695045878050;4;T3266;5980868848794554
001328695076513054;5;T358;543614348B926473
001328755021247488;4;T3300;5545317829613181
001328755028983004;3;XZ1298;4125038592392182
001328805013822459;2;XZ188;4170369341971961
001328805096710079;6;T3146;4886148631142975
001328825021308409;1;XZ1149;4767249645471295
001328825048826200;2;XZ1219;5448956618478797
001328855014303251;1;XZ1232;4473441A11566692
001328855029928998;1;XZ1158;4986906381238833
001328925055648247;5;T389;595097345B368662
001328925094337572;4;T350;59759528Z5351135
001329155076627420;5;T3195;4938088517279224
001329155094708187;5;T3185;5326945534571W36
001329275015974125;5;T3225;4531367126566481
001329275085969055;5;T3108;50270227Z4828795
001329415075517177;2;XZ176;5326766742132615
001329415093093500;1;XZ1260;4571665259978W24
001329455034825939;3;XZ1118;5690738449686538
001329455041556281;5;T3228;4593359243651255
001329465052355082;3;XZ172;5483398148634153
001329465061127528;1;XZ160;5198309144785665
001329505076814171;2;XZ143;57352122Z6321276
001329505088562433;4;T3261;5036038726741812
001329525050823305;3;XZ1164;4702231A15425274
001329525056232675;3;XZ1110;4494665497327W99
001329615095736258;2;XZ1226;440185387B283143
001329615098446615;6;T3257;57159723Z3956843
001329625038010117;6;T343;5907508458981878
001329625086597777;1;XZ1189;59964329Z7359372
001329655040238078;2;XZ1277;59981510938519623
001329655075083316;1;XZ195;57015310886797553
001329985044774066;1;XZ1161;55215348536X7378
001329985050419442;5;T369;56848341751X8779
001330115052343440;1;XZ1104;557797381B171772
001330115086683988;3;XZ144;4268199968739977
001330125081003522;6;T369;56008324Z7715786
001330125088721050;6;T378;467885393B869529
001330195011250369;2;XZ121;47536310782785869
001330195027193607;1;XZ1197;544858318B254188
001330205065734618;3;XZ1203;52849010921566915
001330205089142239;2;XZ1215;520451353B481389
001330225072325234;4;T3161;4609286668373221
001330225087626766;4;T3130;46744547292X7457
001330285083161459;6;T399;45333110823983548
001330285083338617;2;XZ1110;54504610618569871
001330305023549652;1;XZ1261;4877077433391214
001330305042240074;3;XZ125;52968048473X2956
001330305053239567;4;T354;5418937562263313
001330305057485077;4;T393;5329219889329113
001330375013301981;1;XZ197;4974671A19728339
001330375078395418;3;XZ1259;5644869948785713
001330395049048732;3;XZ1240;57701047539X8517
001330395080187974;1;XZ1100;58929022Z3838638
001330465034890860;2;XZ180;47709210936193587
001330465073165778;5;T3153;5028297544461881
001330475035600215;4;T332;4218056871815365
001330475083869540;3;XZ1222;510809391B198322
001330525045934358;1;XZ1236;49423347967X9321
001330525060098210;3;XZ126;59387743432X8527
001330535059870857;4;T3213;51102110143497927
001330535070701482;3;XZ1292;4421206934664994
001330725076466372;5;T325;4865441A78652921
001330825027992625;4;T324;43184729Z2453333
001330825034468020;6;T381;47890410123326432
001330845014729442;1;XZ167;4363948447175587
001330845070304165;3;XZ15;493630387B269463
001330925015070857;4;T3113;56472521Z8932193
001330925025302452;4;T3233;55760410764613446
001330985020089376;1;XZ117;5604638367267461
001330985036074600;2;XZ1217;4356495667723W92
001330985061995712;6;T3151;4924095248941W94
001330985085484035;3;XZ139;41911547846X1167
001331045019180352;3;XZ1138;56526327Z4291159
001331045056606806;1;XZ1128;4131238516579893
001331085066500972;2;XZ1287;411112388B219933
001331085071863811;3;XZ1175;572846321B232862
001331205060366184;2;XZ158;475535367B726878
001331205065718318;2;XZ1154;5273798319643841
001331435048305951;5;T3275;42632445432X4325
001331435056777186;2;XZ1279;57468225Z1227734
001331435080764271;4;T3101;5661636796579278
001331545045267340;3;XZ150;5662829262729336
001331545066720198;5;T3138;47764147631X1942
001331645013659619;6;T366;4729786149463462
001331665021472349;3;XZ1100;4611245669664W47
001331665099448751;5;T3131;5333681A65434625
001331705017477902;5;T3279;4307359434853913
001331705033720949;2;XZ155;4776825874191W56
001331725057161966;3;XZ1190;4671836246644225
001331725098018640;5;T3254;46096610189156416
001331915013920587;3;XZ1275;46223549271X6362
001331915033930115;6;T3190;4553166479716471
001331915041320899;1;XZ188;4690217827666963
001331915049172788;6;T3193;4856835313763W74
001331915052279403;4;T364;5468231A56252291
001331915096320489;6;T3262;5008146226584363
001331995017719650;2;XZ1178;487922337B244768
001331995039666234;6;T348;5556985186293W71
001332075086298501;5;T3194;5906226958679577
001332075090717309;5;T3222;5879941A32346764
001332105036444614;4;T3229;52231049228X7316
001332105095354762;3;XZ1162;5563071A56769317
001332235016269886;1;XZ1113;5224067527961776
001332235041810224;3;XZ1256;5465235962681W48
001332235046123208;6;T3297;49085921Z8864729
001332235065211819;6;T3205;47539346277X9618
001332385083600280;2;XZ1298;4862059389127975
001332385089862251;2;XZ1282;4598446225639451
001332815037617340;5;T3148;5296926942223736
001332815068175166;5;T3259;43185843766X5114
001332855015021736;4;T3190;4594097611263274
001332855082393348;3;XZ1121;4490201A43433963
001332905015033761;1;XZ1253;4891768986726457
001332915065340754;6;T3167;5213508338893574
001332915089250810;1;XZ189;49736221Z6257376
001333115053422294;4;T3291;5902618331166291
001333115058532215;4;T3131;4352065459583W77
001333115065896286;3;XZ1150;5732757862523573
001333115067224118;3;XZ198;427691392B647254
001333245028111105;6;T358;533510328B231133
001333245057732342;4;T329;5762945888916W86
001333265014338035;2;XZ1161;4148288162594151
001333265068236362;1;XZ1198;5867886119186772
001333305044393210;6;T376;4641049283361587
001333305086659693;3;XZ1196;43133121Z7768268
001333345022615782;6;T3138;4877361A96449152
001333345090339121;2;XZ172;59098948522X1967
001333385028623101;4;T3177;4113265464745W49
001333385064612740;4;T336;4396451A51892651
001333425030960035;4;T3232;57143247323X1983
001333425077461261;1;XZ1280;5948867529648985
001333435089152506;4;T324;4422409333233278
001333435090404493;3;XZ1104;4560426652941475
001333515049142888;3;XZ1212;5283159435873113
001333515075912781;2;XZ1266;502976353B173372
001333575012405671;3;XZ17;5859046316483681
001333575024013035;4;T3249;51389648574X2491
001333595022756907;1;XZ1287;4420648845395724
001333595032535419;2;XZ1157;5227925649534W84
001333595048443631;4;T3236;42283642481X2563
001333605071018782;3;XZ1182;42056146821X5293
001333605092237430;3;XZ1287;5148697351228323
001333645030100189;5;T3112;585441311B835938
001333645054392313;2;XZ149;4804429964544918
001333735019221883;2;XZ1289;59418429Z3488778
001333735089116294;3;XZ1231;546031394B526981
001333975019510715;5;T373;4307056598983722
001333975085624010;1;XZ1300;4323439362313974
001334025040738660;2;XZ1296;4697287636896838
001334025070005440;4;T3217;4766355183657W18
001334135011904058;5;T395;5208895322853W73
001334135058794716;6;T338;578861379B267787
001334305020776439;1;XZ156;4463097498458265
001334305023608777;6;T3160;4374725987229W99
001334355021385230;3;XZ138;4293925837163W68
001334355031541606;6;T369;46069748216X7157
001334385088302224;3;XZ1217;5582806877741299
001334385094627125;4;T3202;4196558331847895
001334425027992971;3;XZ1222;41522810153895356
001334455048713411;4;T369;4689901A88749736
001334455091236534;6;T3295;5847601A98345497
001334475035031504;4;T3278;44552110699455265
001334475039081875;5;T386;4214999863126135
001334485047999505;5;T3242;5227688435513365
001334485073801330;4;T356;4442681A79846774
001334495011936375;1;XZ1165;497795381B338768
001334495071840425;2;XZ166;5040528472619245
001334505036025993;4;T338;5596531A56694493
001334505050387627;3;XZ129;50025441547X3538
001334675038563593;5;T339;5129957214259848
001334675065103873;2;XZ1110;54415544544X8289
001334925046585646;2;XZ152;4680097861732385
001334925047990159;1;XZ1266;5240746464295667
001335025068097680;3;XZ183;5035796712743587
001335025068384951;2;XZ1236;552177324B967722
001335045035457695;5;T3127;4664438559625824
001335045040365706;5;T3116;4192928347869392
001335085013992440;1;XZ182;581697353B668366
001335085052604682;1;XZ1283;4656435625912W67
001335125016806735;3;XZ161;566088379B676743
001335125088197675;1;XZ1214;42705541965X1418
001335155049201437;1;XZ1222;4983557961823268
001335155072761219;2;XZ1284;5889009693663717
001335155084790444;2;XZ1245;5769867384537699
001335445026814227;6;T39;5889811A69466172
001335445040581313;1;XZ1221;5683165473891W63
001335445044151254;2;XZ1126;4428906268662393
001335445078883526;4;T3155;55747029Z7678173
001335495044683525;4;T3134;50628542419X7622
001335495059067148;4;T3267;431503397B161821
001335505026565478;6;T3294;4149325888617W79
001335505047172294;6;T392;5129961A89517798
001335515024985174;1;XZ1180;5626628873666162
001335515094312005;3;XZ192;5167756654383753
001335565085410862;3;XZ1229;5390039892281666
001335565088376426;6;T3199;5888121A22415269
001335745030395761;4;T3208;44306110468674166
001335745064545202;1;XZ1206;5433171A53288954
001335745067374303;2;XZ1239;43069543618X7791
001335745076175260;5;T3211;5030739748175219
001335825094968820;6;T3263;48548147212X9223
001335825096857019;3;XZ114;43179425Z6688245
001335875057438171;3;XZ156;536094385B222754
001335875078329508;3;XZ1239;5692456335729414
001336035025301431;2;XZ1297;5219795665373W11
001336035061353382;4;T398;5769099595298222
001336075072743055;2;XZ114;49047921Z6628487
001336075083815347;4;T3281;495750311B633416
001336245016344360;6;T382;56211522Z5468962
001336245040435149;6;T3131;4695528321296449
001336295053647832;3;XZ138;4248089764542519
001336295068201654;5;T3239;48086310766245678
001336395034452942;1;XZ156;5731497864153288
001336395039043574;6;T3244;5380886996378376
001336405036379358;2;XZ1140;42935610612469324
001336405075774996;2;XZ1172;4406125826629W37
001336485035635964;6;T3284;4212511A49757567
001336485097510242;5;T3125;54361910294836971
001336515029709082;5;T33;5768586212993168
001336515063050997;5;T3126;56680110676746151
001336585014542069;6;T3123;5470071A28398768
001336585015242126;5;T3157;42683244489X2462
001336655029284219;5;T375;5530038469484642
001336675083908499;6;T3173;4553819832841796
001336675094194760;4;T319;42407645193X1683
001336785021460836;6;T3135;4297018433748316
001336785029760516;4;T349;4844165732433W93
001337065036982562;5;T3230;4971309532773492
001337065059123811;6;T340;5426201A85475333
001337085022016656;5;T392;4806837458914229
001337085070016444;1;XZ1266;5815969385852988
001337095043195030;1;XZ1192;4678925918177W32
001337095070060192;6;T3279;47017542473X7747
001337125020323948;2;XZ121;4251021A67736552
001337125031715231;1;XZ168;5861787227139487
001337135025922871;1;XZ1224;4843471A82433691
001337135095640132;6;T362;48654121Z2354514
001337215041525847;3;XZ1127;5184501A72476916
001337215094195940;5;T3191;53794810731985465
001337325056150127;3;XZ1225;53051328Z1211488
001337325088533768;5;T390;59909741535X9687
001337485029308486;3;XZ1229;4827395464897W68
001337485055309178;4;T384;5038747924485762
001337485058083279;1;XZ1295;41866128Z9619136
001337485072172208;4;T3194;4505445351135W34
001337525077018577;6;T3197;456073322B628466
